Time	JDQ327	JDQ328	JDQ333	JDQ334	JDQ336	JDQ337	JFZ335	JFZ336
27/09/2025 4:44:20	0	0	0	0	0	21	0	0
27/09/2025 4:49:20	0	0	0	0	0	0	0	0
27/09/2025 4:54:20	0	0	0	0	0	0	0	2
27/09/2025 4:59:20	0	0	100	0	0	0	0	0
27/09/2025 5:04:20	0	0	117	0	0	0	0	0
27/09/2025 5:09:20	0	8	82	0	0	0	0	0
27/09/2025 5:14:20	0	52	86	0	0	0	0	0
27/09/2025 5:19:20	0	0	122	36	0	58	0	0
27/09/2025 5:24:20	0	0	78	73	0	37	0	0
27/09/2025 5:29:20	0	0	0	50	0	0	0	0
27/09/2025 5:34:20	0	50	0	74	0	0	0	5
27/09/2025 5:39:20	0	64	84	36	0	0	0	18
27/09/2025 5:44:20	0	31	122	81	0	0	0	25
27/09/2025 5:49:20	7	29	47	77	0	0	0	0
27/09/2025 5:54:20	50	0	68	0	0	0	0	19
27/09/2025 5:59:20	93	0	0	109	0	0	0	0
27/09/2025 6:04:20	39	0	75	63	30	0	0	0
27/09/2025 6:09:20	107	1	116	64	16	55	0	0
27/09/2025 6:14:20	63	0	84	0	68	100	0	3
27/09/2025 6:19:20	33	0	37	132	34	90	0	0
27/09/2025 6:24:20	137	46	152	84	88	70	0	53
27/09/2025 6:29:20	31	78	61	0	196	0	0	0
27/09/2025 6:34:20	0	1	92	39	80	103	0	0
27/09/2025 6:39:20	56	0	68	114	95	115	1	0
27/09/2025 6:44:20	131	0	118	0	41	126	1	0
27/09/2025 6:49:20	0	0	59	51	202	104	0	0
27/09/2025 6:54:20	0	0	116	73	114	69	0	0
27/09/2025 6:59:20	84	0	0	6	98	0	0	14
27/09/2025 7:04:20	0	0	1	0	0	0	0	0
27/09/2025 7:09:20	0	0	0	0	0	0	0	0
27/09/2025 7:14:20	0	0	0	0	0	4	0	0
27/09/2025 7:19:20	0	0	0	0	0	0	0	0
27/09/2025 7:24:20	0	0	0	0	0	0	0	0
27/09/2025 7:29:20	0	1	0	0	0	0	0	0
27/09/2025 7:34:20	0	0	0	0	3	0	0	0
27/09/2025 7:39:20	0	0	0	0	0	0	0	0
27/09/2025 7:44:20	0	0	0	0	0	0	0	0
27/09/2025 7:49:20	0	0	0	0	0	0	0	0
27/09/2025 7:54:20	0	0	0	0	0	0	0	0
27/09/2025 7:59:20	0	0	0	0	0	0	0	0
27/09/2025 8:04:20	0	0	0	0	0	0	0	0
27/09/2025 8:09:20	0	0	0	0	0	0	0	0
27/09/2025 8:14:20	0	0	0	0	0	0	0	0
27/09/2025 8:19:20	0	0	0	0	0	0	0	0
27/09/2025 8:24:20	0	0	0	0	0	0	0	0
27/09/2025 8:29:20	0	0	0	0	0	0	0	0
27/09/2025 8:34:20	0	0	0	0	0	0	0	0
27/09/2025 8:39:20	0	0	0	0	0	0	0	0
27/09/2025 8:44:20	0	0	0	0	0	0	0	0
27/09/2025 8:49:20	0	0	0	0	0	0	0	0
27/09/2025 8:54:20	0	0	0	0	0	0	0	0
27/09/2025 8:59:20	0	0	0	0	0	0	0	0
27/09/2025 9:04:20	0	0	0	0	0	0	0	0
27/09/2025 9:09:20	0	0	0	0	0	0	0	0
27/09/2025 9:14:20	0	0	0	0	0	0	0	0
27/09/2025 9:19:20	0	0	0	0	0	0	0	0
27/09/2025 9:24:20	0	0	0	0	0	0	0	0
27/09/2025 9:29:20	0	0	0	0	0	17	0	0
27/09/2025 9:34:20	0	0	0	0	0	3	0	0
27/09/2025 9:39:20	0	0	0	0	0	0	0	0
27/09/2025 9:44:20	0	0	0	0	0	0	0	0
27/09/2025 9:49:20	0	0	0	1	0	0	0	0
27/09/2025 9:54:20	0	0	0	0	0	0	0	0
27/09/2025 9:59:20	0	0	0	0	0	36	0	0
27/09/2025 10:04:20	0	0	0	0	0	23	0	0
27/09/2025 10:09:20	0	0	0	0	0	0	0	0
27/09/2025 10:14:20	3	0	0	0	0	0	0	0
27/09/2025 10:19:20	0	0	0	0	0	0	0	0
27/09/2025 10:24:20	0	0	0	0	0	0	0	0
27/09/2025 10:29:20	0	0	0	0	0	0	0	0
27/09/2025 10:34:20	0	0	0	0	0	0	0	0
27/09/2025 10:39:20	0	0	0	0	0	0	0	0
27/09/2025 10:44:20	0	0	0	0	0	0	0	0
27/09/2025 10:49:20	0	0	0	0	0	0	0	0
27/09/2025 10:54:20	0	0	0	0	0	0	0	0
27/09/2025 10:59:20	0	0	0	0	0	0	0	0
27/09/2025 11:04:20	0	0	0	0	0	0	0	0
27/09/2025 11:09:20	0	0	0	0	0	0	0	0
27/09/2025 11:14:20	0	0	0	0	0	0	0	0
27/09/2025 11:19:20	0	0	0	0	0	0	0	0
27/09/2025 11:24:20	0	0	0	0	0	0	0	0
27/09/2025 11:29:20	0	0	0	0	0	0	0	0
27/09/2025 11:34:20	0	0	0	0	0	0	0	0
27/09/2025 11:39:20	0	0	0	0	0	0	0	0
27/09/2025 11:44:20	0	0	0	0	0	0	0	0
27/09/2025 11:49:20	0	0	0	0	0	0	0	0
27/09/2025 11:54:20	0	0	0	0	0	0	0	0
27/09/2025 11:59:20	0	0	0	0	0	0	0	0
27/09/2025 12:04:20	0	0	0	0	0	0	0	0
27/09/2025 12:09:20	0	0	0	0	0	0	0	0
27/09/2025 12:14:20	0	0	0	0	0	0	0	0
27/09/2025 12:19:20	0	0	0	0	0	0	0	0
27/09/2025 12:24:20	0	0	0	0	0	0	0	0
27/09/2025 12:29:20	0	0	0	0	0	0	0	0
27/09/2025 12:34:20	0	0	0	0	0	0	0	0
27/09/2025 12:39:20	0	0	0	0	0	0	0	0
27/09/2025 12:44:20	0	0	0	0	0	0	0	0
27/09/2025 12:49:20	0	0	0	0	0	0	0	0
27/09/2025 12:54:20	0	0	0	0	0	0	0	0
27/09/2025 12:59:20	1	0	0	0	0	0	0	0
27/09/2025 13:04:20	24	0	0	0	0	2	0	0
27/09/2025 13:09:20	0	0	0	0	0	0	0	0
27/09/2025 13:14:20	0	0	0	0	0	0	0	0
27/09/2025 13:19:20	0	0	0	0	0	0	0	0
27/09/2025 13:24:20	0	0	0	0	0	0	0	0
27/09/2025 13:29:20	0	0	0	0	0	0	0	0
27/09/2025 13:34:20	0	0	0	0	0	0	0	0
27/09/2025 13:39:20	0	0	0	0	0	0	0	2
27/09/2025 13:44:20	0	0	0	0	0	0	0	0
27/09/2025 13:49:20	0	0	0	0	0	0	0	0
27/09/2025 13:54:20	0	0	0	0	0	0	0	0
27/09/2025 13:59:20	0	0	0	0	0	0	0	0
27/09/2025 14:04:20	0	0	0	0	0	0	0	0
27/09/2025 14:09:20	0	0	0	0	0	0	0	0
27/09/2025 14:14:20	0	0	0	0	0	0	0	0
27/09/2025 14:19:20	0	0	0	0	0	0	0	0
27/09/2025 14:24:20	0	0	0	0	0	0	0	0
27/09/2025 14:29:20	0	0	0	0	0	0	0	0
27/09/2025 14:34:20	0	0	0	0	0	0	0	0
27/09/2025 14:39:20	0	0	0	0	0	0	0	0
27/09/2025 14:44:20	0	0	0	0	0	0	0	0
27/09/2025 14:49:20	0	0	0	0	0	0	0	0
27/09/2025 14:54:20	0	0	0	0	0	0	0	0
27/09/2025 14:59:20	0	0	0	0	0	0	0	0
27/09/2025 15:04:20	0	0	0	0	0	0	0	0
27/09/2025 15:09:20	0	0	0	0	0	0	0	0
27/09/2025 15:14:20	0	0	0	0	0	0	0	0
27/09/2025 15:19:20	0	0	0	0	0	0	0	0
27/09/2025 15:24:20	0	0	0	0	0	0	0	0
27/09/2025 15:29:20	0	0	0	0	0	0	0	0
27/09/2025 15:34:20	0	0	0	0	0	0	0	0
27/09/2025 15:39:20	0	0	0	0	0	0	0	0
27/09/2025 15:44:20	0	0	0	0	8	0	0	0
27/09/2025 15:49:20	0	0	0	0	13	0	0	0
27/09/2025 15:54:20	0	0	0	0	0	0	0	0
27/09/2025 15:59:20	0	0	0	0	0	0	0	0
27/09/2025 16:04:20	0	0	0	0	0	0	0	0
27/09/2025 16:09:20	0	0	0	0	0	0	0	0
27/09/2025 16:14:20	0	0	0	0	0	0	0	0
27/09/2025 16:19:20	0	0	0	0	0	0	0	0
27/09/2025 16:24:20	0	0	0	0	0	0	0	0
27/09/2025 16:29:20	0	0	0	0	0	0	0	0
27/09/2025 16:34:20	0	0	0	0	0	0	0	0
27/09/2025 16:39:20	0	18	0	0	0	0	0	0
27/09/2025 16:44:20	0	0	0	0	0	0	0	0
27/09/2025 16:49:20	0	0	0	0	0	0	0	0
27/09/2025 16:54:20	0	0	0	0	0	0	0	0
27/09/2025 16:59:20	0	0	0	0	0	0	0	0
27/09/2025 17:04:20	0	0	0	0	0	0	0	0
27/09/2025 17:09:20	0	0	0	0	0	0	0	0
27/09/2025 17:14:20	0	0	0	0	0	0	0	0
27/09/2025 17:19:20	0	0	0	0	0	0	0	0
27/09/2025 17:24:20	0	0	0	0	0	69	0	0
27/09/2025 17:29:20	0	0	0	0	0	0	0	0
27/09/2025 17:34:20	0	0	0	0	0	0	0	0
27/09/2025 17:39:20	0	0	0	0	0	0	0	0
27/09/2025 17:44:20	0	0	0	0	0	0	0	0
27/09/2025 17:49:20	0	0	0	0	0	0	0	0
27/09/2025 17:54:20	0	0	0	0	0	0	0	0
27/09/2025 17:59:20	0	0	0	0	0	0	0	0
27/09/2025 18:04:20	0	0	3	0	0	0	0	0
27/09/2025 18:09:20	0	0	69	0	0	0	0	0
27/09/2025 18:14:20	0	0	0	0	0	0	0	0
27/09/2025 18:19:20	0	0	0	0	0	0	0	0
27/09/2025 18:24:20	0	0	0	0	0	0	0	0
27/09/2025 18:29:20	0	0	0	0	0	0	0	0
27/09/2025 18:34:20	31	0	0	0	0	0	0	0
27/09/2025 18:39:20	0	0	0	0	0	0	0	0
27/09/2025 18:44:20	0	0	0	0	0	0	0	0
27/09/2025 18:49:20	0	0	0	0	0	0	0	0
27/09/2025 18:54:20	0	0	0	0	0	0	0	0
27/09/2025 18:59:20	0	0	0	0	0	0	0	0
27/09/2025 19:04:20	0	0	0	0	0	0	0	0
27/09/2025 19:09:20	0	0	0	0	0	0	0	0
27/09/2025 19:14:20	0	0	0	0	0	0	0	0
27/09/2025 19:19:20	0	0	0	0	0	0	0	0
27/09/2025 19:24:20	0	0	0	0	0	0	0	0
27/09/2025 19:29:20	0	0	0	0	0	0	0	0
27/09/2025 19:34:20	0	0	0	0	0	0	0	0
27/09/2025 19:39:20	0	0	0	0	0	0	0	0
27/09/2025 19:44:20	0	0	0	0	0	0	0	0
27/09/2025 19:49:20	0	0	0	0	0	0	0	0
27/09/2025 19:54:20	0	0	0	0	0	0	0	0
27/09/2025 19:59:20	0	0	0	0	0	56	0	0
27/09/2025 20:04:20	0	0	0	62	0	67	0	2
27/09/2025 20:09:20	0	2	0	108	0	46	0	0
27/09/2025 20:14:20	17	66	0	55	0	120	0	0
27/09/2025 20:19:20	122	21	89	0	0	65	0	0
27/09/2025 20:24:20	25	26	76	92	109	98	0	0
27/09/2025 20:29:20	73	14	0	68	123	68	2	33
27/09/2025 20:34:20	0	0	77	83	132	0	1	1
27/09/2025 20:39:20	87	0	123	11	0	0	0	40
27/09/2025 20:44:20	83	0	17	72	63	74	1	4
27/09/2025 20:49:20	0	0	58	0	122	137	0	1
27/09/2025 20:54:20	83	0	102	82	25	131	0	45
27/09/2025 20:59:20	85	0	119	0	170	63	0	56
27/09/2025 21:04:20	49	0	0	0	100	0	0	0
27/09/2025 21:09:20	0	8	77	0	66	155	0	0
27/09/2025 21:14:20	46	94	101	0	128	1	0	4
27/09/2025 21:19:20	101	7	65	0	102	0	0	0
27/09/2025 21:24:20	62	46	0	0	53	63	0	33
27/09/2025 21:29:20	0	29	135	0	70	0	0	0
27/09/2025 21:34:20	89	90	69	0	86	0	0	0
27/09/2025 21:39:20	26	5	70	0	57	0	0	0
27/09/2025 21:44:20	0	67	79	0	93	0	0	57
27/09/2025 21:49:20	16	0	130	0	88	0	0	0
27/09/2025 21:54:20	119	0	26	0	150	0	0	0
27/09/2025 21:59:20	93	0	0	0	101	0	0	47
27/09/2025 22:04:20	54	0	0	58	0	0	0	0
27/09/2025 22:09:20	62	0	0	66	0	0	0	0
27/09/2025 22:14:20	0	1	0	61	0	101	0	0
27/09/2025 22:19:20	0	0	0	89	0	149	0	0
27/09/2025 22:24:20	0	23	0	101	0	0	0	0
27/09/2025 22:29:20	0	77	0	0	0	97	0	0
27/09/2025 22:34:20	0	41	0	0	120	120	0	0
27/09/2025 22:39:20	0	26	0	0	79	34	0	0
27/09/2025 22:44:20	0	0	0	0	116	75	0	0
27/09/2025 22:49:20	0	0	0	0	84	0	0	0
27/09/2025 22:54:20	0	0	0	0	0	0	0	0
27/09/2025 22:59:20	0	0	0	65	4	0	0	0
27/09/2025 23:04:20	0	0	0	0	0	0	0	0
27/09/2025 23:09:20	0	0	0	0	0	0	0	0
27/09/2025 23:14:20	0	0	0	0	84	0	0	0
27/09/2025 23:19:20	0	0	0	0	155	0	0	0
27/09/2025 23:24:20	0	0	0	0	13	0	0	0
27/09/2025 23:29:20	0	0	11	0	0	0	0	0
27/09/2025 23:34:20	0	0	44	0	18	0	0	0
27/09/2025 23:39:20	0	0	3	0	86	0	0	0
27/09/2025 23:44:20	0	0	7	0	0	0	0	0
27/09/2025 23:49:20	0	0	108	0	0	0	0	0
27/09/2025 23:54:20	0	0	165	0	0	0	0	6
27/09/2025 23:59:20	0	0	38	0	0	0	0	0
28/09/2025 0:04:20	0	0	113	0	0	0	0	0
28/09/2025 0:09:20	0	0	89	0	0	0	0	0
28/09/2025 0:14:20	0	0	124	0	0	0	1	0
28/09/2025 0:19:20	0	0	31	0	0	0	0	0
28/09/2025 0:24:20	0	0	161	0	0	0	0	0
28/09/2025 0:29:20	95	0	65	0	0	0	0	0
28/09/2025 0:34:20	67	0	42	0	0	144	0	0
28/09/2025 0:39:20	67	69	130	0	0	122	1	0
28/09/2025 0:44:20	104	59	53	0	0	44	0	0
28/09/2025 0:49:20	159	0	139	0	0	209	0	0
28/09/2025 0:54:20	148	0	93	0	0	70	0	0
28/09/2025 0:59:20	0	0	73	0	0	22	0	17
28/09/2025 1:04:20	123	0	0	88	0	86	0	46
28/09/2025 1:09:20	0	0	79	77	0	0	0	55
28/09/2025 1:14:20	108	0	0	44	0	0	0	32
28/09/2025 1:19:20	36	0	0	0	0	109	0	59
28/09/2025 1:24:20	0	0	97	63	0	123	0	80
28/09/2025 1:29:20	0	0	49	0	0	0	0	0
28/09/2025 1:34:20	0	0	0	0	0	0	0	60
28/09/2025 1:39:20	0	0	0	16	0	71	0	0
28/09/2025 1:44:20	0	0	0	64	0	0	0	0
28/09/2025 1:49:20	0	0	0	108	0	0	0	5
28/09/2025 1:54:20	0	0	27	16	0	0	0	0
28/09/2025 1:59:20	0	0	42	0	0	0	0	68
28/09/2025 2:04:20	0	0	0	0	0	0	0	0
28/09/2025 2:09:20	0	0	0	0	90	0	0	2
28/09/2025 2:14:20	0	0	0	0	168	0	0	0
28/09/2025 2:19:20	0	0	0	0	154	0	0	0
28/09/2025 2:24:20	0	0	0	0	34	0	0	0
28/09/2025 2:29:20	0	0	0	0	172	0	0	0
28/09/2025 2:34:20	0	0	0	0	137	0	0	0
28/09/2025 2:39:20	0	0	0	0	47	0	0	0
28/09/2025 2:44:20	0	0	0	0	76	0	0	0
28/09/2025 2:49:20	0	0	0	0	206	0	0	0
28/09/2025 2:54:20	0	0	0	0	74	0	0	0
28/09/2025 2:59:20	0	0	0	0	99	0	0	0
28/09/2025 3:04:20	0	0	0	0	120	0	0	0
28/09/2025 3:09:20	0	0	0	0	101	0	0	0
28/09/2025 3:14:20	0	0	0	0	187	0	0	0
28/09/2025 3:19:20	0	0	0	0	61	0	0	0
28/09/2025 3:24:20	61	0	0	0	71	0	0	0
28/09/2025 3:29:20	0	0	0	0	0	0	0	0
28/09/2025 3:34:20	44	0	0	0	144	0	0	0
28/09/2025 3:39:20	84	0	0	0	141	0	0	0
28/09/2025 3:44:20	0	0	0	0	86	0	0	0
28/09/2025 3:49:20	0	34	0	0	100	0	0	0
28/09/2025 3:54:20	0	0	0	0	17	44	0	0
28/09/2025 3:59:20	0	60	0	0	0	90	0	0
28/09/2025 4:04:20	0	35	0	0	0	102	0	0
28/09/2025 4:09:20	0	0	0	0	0	155	0	0
28/09/2025 4:14:20	0	36	0	0	0	143	0	0
28/09/2025 4:19:20	0	0	0	0	0	0	0	0
28/09/2025 4:24:20	0	0	0	0	0	132	0	0
28/09/2025 4:29:20	0	34	0	0	0	0	0	0
28/09/2025 4:34:20	0	7	0	0	0	134	0	1
28/09/2025 4:39:20	0	0	0	0	0	83	1	0
28/09/2025 4:44:20	0	0	0	0	0	0	1	0
28/09/2025 4:49:20	0	0	19	0	0	0	0	0
28/09/2025 4:54:20	0	0	136	0	0	0	0	0
28/09/2025 4:59:20	0	0	44	0	0	0	0	0
28/09/2025 5:04:20	0	0	102	0	0	0	0	0
28/09/2025 5:09:20	0	0	78	0	0	0	0	0
28/09/2025 5:14:20	0	0	172	0	0	0	0	0
28/09/2025 5:19:20	0	0	1	25	0	0	0	0
28/09/2025 5:24:20	14	0	122	104	0	0	0	0
28/09/2025 5:29:20	187	0	60	103	0	0	1	0
28/09/2025 5:34:20	56	0	53	0	0	0	0	0
28/09/2025 5:39:20	98	0	138	36	0	0	0	0
28/09/2025 5:44:20	6	42	175	52	0	0	0	0
28/09/2025 5:49:20	0	9	91	109	0	38	0	11
28/09/2025 5:54:20	2	73	66	38	0	107	0	15
28/09/2025 5:59:20	72	17	0	92	0	74	0	34
28/09/2025 6:04:20	89	76	92	72	0	102	0	15
28/09/2025 6:09:20	119	0	80	32	0	126	0	0
28/09/2025 6:14:20	171	86	102	126	38	32	0	57
28/09/2025 6:19:20	142	0	61	126	114	119	0	0
28/09/2025 6:24:20	95	48	123	124	84	136	0	0
28/09/2025 6:29:20	132	63	167	150	95	94	0	0
28/09/2025 6:34:20	185	0	65	0	16	30	0	45
28/09/2025 6:39:20	119	0	58	53	186	114	0	0
28/09/2025 6:44:20	0	0	100	38	125	78	0	0
28/09/2025 6:49:20	3	0	28	65	124	0	0	0
28/09/2025 6:54:20	227	0	65	77	72	29	0	0
28/09/2025 6:59:20	136	0	0	51	55	0	0	0
28/09/2025 7:04:20	0	0	0	0	4	0	0	0
28/09/2025 7:09:20	0	0	0	0	0	0	0	0
28/09/2025 7:14:20	0	0	1	0	2	0	0	0
28/09/2025 7:19:20	0	0	0	0	0	0	0	0
28/09/2025 7:24:20	0	0	0	0	0	0	0	0
28/09/2025 7:29:20	0	0	0	0	0	0	0	0
28/09/2025 7:34:20	0	0	0	0	0	0	0	0
28/09/2025 7:39:20	0	0	0	0	0	0	0	0
28/09/2025 7:44:20	0	0	0	0	0	0	0	0
28/09/2025 7:49:20	0	0	0	0	0	0	0	0
28/09/2025 7:54:20	0	0	0	0	0	0	0	0
28/09/2025 7:59:20	0	0	0	0	0	0	0	0
28/09/2025 8:04:20	0	0	0	0	0	0	0	0
28/09/2025 8:09:20	0	0	0	0	0	0	0	0
28/09/2025 8:14:20	0	0	0	0	0	0	0	0
28/09/2025 8:19:20	0	0	0	0	0	0	0	0
28/09/2025 8:24:20	0	0	0	0	0	0	0	0
28/09/2025 8:29:20	0	0	0	0	0	0	0	0
28/09/2025 8:34:20	0	0	0	0	0	0	0	0
28/09/2025 8:39:20	0	0	0	0	0	0	0	0
28/09/2025 8:44:20	0	0	0	0	0	0	0	0
28/09/2025 8:49:20	0	0	0	0	0	0	0	0
28/09/2025 8:54:20	0	0	0	0	0	0	0	0
28/09/2025 8:59:20	0	0	0	0	0	0	0	0
28/09/2025 9:04:20	0	0	0	0	0	0	0	0
28/09/2025 9:09:20	0	0	0	0	0	0	0	0
28/09/2025 9:14:20	0	0	0	0	0	0	0	0
28/09/2025 9:19:20	0	0	0	0	0	0	0	0
28/09/2025 9:24:20	0	0	0	0	0	0	0	0
28/09/2025 9:29:20	0	0	0	0	0	0	0	0
28/09/2025 9:34:20	0	0	0	0	0	0	0	0
28/09/2025 9:39:20	0	0	0	0	0	0	0	0
28/09/2025 9:44:20	0	0	0	0	0	0	0	0
28/09/2025 9:49:20	0	0	0	0	0	0	0	0
28/09/2025 9:54:20	166	0	0	0	0	0	0	0
28/09/2025 9:59:20	0	0	0	0	0	1	0	0
28/09/2025 10:04:20	0	0	0	0	0	0	0	0
28/09/2025 10:09:20	0	0	0	0	0	0	0	0
28/09/2025 10:14:20	0	0	0	0	0	0	0	0
28/09/2025 10:19:20	0	0	0	0	0	0	0	0
28/09/2025 10:24:20	0	0	0	0	0	0	0	0
28/09/2025 10:29:20	0	0	0	0	0	0	0	0
28/09/2025 10:34:20	0	0	0	0	0	0	0	0
28/09/2025 10:39:20	0	0	0	0	0	0	0	0
28/09/2025 10:44:20	0	0	0	0	0	0	0	0
28/09/2025 10:49:20	0	0	0	0	0	0	0	0
28/09/2025 10:54:20	0	0	0	0	0	0	0	0
28/09/2025 10:59:20	0	0	0	0	0	0	0	0
28/09/2025 11:04:20	0	0	0	0	0	0	0	0
28/09/2025 11:09:20	0	0	0	0	0	0	0	0
28/09/2025 11:14:20	0	0	0	0	0	0	0	0
28/09/2025 11:19:20	0	0	0	0	0	0	0	0
28/09/2025 11:24:20	0	0	0	0	0	0	0	0
28/09/2025 11:29:20	0	0	0	0	0	0	0	0
28/09/2025 11:34:20	0	0	0	0	0	0	0	0
28/09/2025 11:39:20	0	0	0	0	0	0	0	0
28/09/2025 11:44:20	0	0	0	0	0	0	0	0
28/09/2025 11:49:20	0	0	0	0	0	0	0	0
28/09/2025 11:54:20	0	0	0	0	0	0	0	0
28/09/2025 11:59:20	0	0	0	0	0	0	0	0
28/09/2025 12:04:20	0	0	0	0	0	0	0	0
28/09/2025 12:09:20	0	0	0	0	0	0	0	0
28/09/2025 12:14:20	0	0	0	0	0	0	0	0
28/09/2025 12:19:20	0	0	0	0	0	0	0	0
28/09/2025 12:24:20	0	0	0	0	0	0	0	0
28/09/2025 12:29:20	0	0	0	0	0	0	0	0
28/09/2025 12:34:20	0	0	0	0	0	0	0	0
28/09/2025 12:39:20	0	0	0	0	0	0	0	0
28/09/2025 12:44:20	0	0	0	0	0	0	0	0
28/09/2025 12:49:20	0	0	0	0	0	0	0	0
28/09/2025 12:54:20	0	0	0	0	0	0	0	0
28/09/2025 12:59:20	0	0	0	0	0	0	0	0
28/09/2025 13:04:20	0	0	0	0	0	0	0	0
28/09/2025 13:09:20	0	0	0	0	0	0	0	0
28/09/2025 13:14:20	0	0	0	0	0	0	0	0
28/09/2025 13:19:20	0	0	0	0	0	0	0	0
28/09/2025 13:24:20	0	0	0	0	0	0	0	0
28/09/2025 13:29:20	0	0	0	0	0	0	0	0
28/09/2025 13:34:20	0	0	0	0	0	0	0	0
28/09/2025 13:39:20	0	0	0	0	0	0	0	0
28/09/2025 13:44:20	0	0	0	0	0	0	0	0
28/09/2025 13:49:20	0	0	0	0	0	0	0	0
28/09/2025 13:54:20	0	0	0	0	0	0	0	0
28/09/2025 13:59:20	0	0	0	0	0	0	0	0
28/09/2025 14:04:20	0	0	0	0	0	0	0	0
28/09/2025 14:09:20	0	0	0	0	0	4	0	0
28/09/2025 14:14:20	0	0	0	0	0	46	0	0
28/09/2025 14:19:20	0	0	0	0	0	178	0	0
28/09/2025 14:24:20	0	0	0	0	0	0	0	0
28/09/2025 14:29:20	0	0	0	0	0	0	0	0
28/09/2025 14:34:20	0	0	0	0	0	0	0	0
28/09/2025 14:39:20	0	0	0	0	0	0	0	0
28/09/2025 14:44:20	0	0	0	0	0	0	0	0
28/09/2025 14:49:20	0	0	0	0	0	0	0	0
28/09/2025 14:54:20	0	0	0	0	0	0	0	0
28/09/2025 14:59:20	0	0	0	0	0	0	0	0
28/09/2025 15:04:20	0	0	0	0	0	0	0	0
28/09/2025 15:09:20	0	0	0	0	0	0	0	0
28/09/2025 15:14:20	0	0	0	0	0	0	0	0
28/09/2025 15:19:20	0	0	0	0	0	0	0	0
28/09/2025 15:24:20	0	0	0	0	0	0	0	0
28/09/2025 15:29:20	0	0	0	0	0	0	0	0
28/09/2025 15:34:20	0	0	0	0	0	0	0	0
28/09/2025 15:39:20	0	0	0	0	0	0	0	0
28/09/2025 15:44:20	0	0	0	0	0	0	0	0
28/09/2025 15:49:20	0	0	0	0	0	0	0	0
28/09/2025 15:54:20	0	0	0	0	0	0	0	0
28/09/2025 15:59:20	0	0	0	0	0	0	0	0
28/09/2025 16:04:20	0	0	0	0	0	0	0	0
28/09/2025 16:09:20	0	0	0	0	0	0	0	0
28/09/2025 16:14:20	0	0	0	0	0	0	0	0
28/09/2025 16:19:20	0	0	0	11	0	0	0	0
28/09/2025 16:24:20	0	0	0	17	0	0	0	0
28/09/2025 16:29:20	0	0	0	0	0	0	0	0
28/09/2025 16:34:20	0	0	0	0	0	0	0	0
28/09/2025 16:39:20	0	0	0	0	0	0	0	0
28/09/2025 16:44:20	0	0	0	0	0	0	0	0
28/09/2025 16:49:20	0	0	0	0	0	0	0	0
28/09/2025 16:54:20	0	0	0	0	0	0	0	0
28/09/2025 16:59:20	0	0	0	0	0	0	0	0
28/09/2025 17:04:20	0	0	0	0	0	0	0	0
28/09/2025 17:09:20	0	0	0	0	0	0	0	0
28/09/2025 17:14:20	0	0	0	0	0	0	0	0
28/09/2025 17:19:20	0	0	0	0	0	0	0	0
28/09/2025 17:24:20	0	0	0	0	0	0	0	0
28/09/2025 17:29:20	0	0	0	0	0	0	0	0
28/09/2025 17:34:20	0	0	0	0	0	0	0	0
28/09/2025 17:39:20	0	0	0	0	0	0	0	0
28/09/2025 17:44:20	0	0	0	0	0	0	0	0
28/09/2025 17:49:20	0	0	0	0	0	0	0	0
28/09/2025 17:54:20	0	0	0	0	0	0	0	0
28/09/2025 17:59:20	0	0	0	0	0	0	0	0
28/09/2025 18:04:20	0	0	0	0	0	0	0	0
28/09/2025 18:09:20	0	0	0	0	0	0	0	0
28/09/2025 18:14:20	0	0	3	0	0	0	0	0
28/09/2025 18:19:20	0	0	2	0	0	0	0	0
28/09/2025 18:24:20	0	0	0	0	0	0	0	0
28/09/2025 18:29:20	0	0	0	0	0	0	0	0
28/09/2025 18:34:20	0	0	0	0	0	0	0	0
28/09/2025 18:39:20	0	0	0	0	0	0	0	0
28/09/2025 18:44:20	0	0	0	0	0	0	0	0
28/09/2025 18:49:20	0	0	0	0	13	7	0	0
28/09/2025 18:54:20	0	0	0	0	1	0	0	0
28/09/2025 18:59:20	93	0	0	0	0	0	0	0
28/09/2025 19:04:20	0	0	0	0	0	0	0	0
28/09/2025 19:09:20	0	0	0	0	0	0	0	0
28/09/2025 19:14:20	0	0	0	0	0	0	0	0
28/09/2025 19:19:20	0	0	0	0	0	0	0	0
28/09/2025 19:24:20	0	0	17	0	0	0	0	0
28/09/2025 19:29:20	0	0	0	0	0	0	0	0
28/09/2025 19:34:20	0	0	0	0	0	0	0	0
28/09/2025 19:39:20	0	0	0	0	0	0	0	0
28/09/2025 19:44:20	0	16	0	0	0	0	0	0
28/09/2025 19:49:20	0	17	0	0	0	21	0	0
28/09/2025 19:54:20	0	0	0	0	0	60	0	0
28/09/2025 19:59:20	0	0	0	0	0	65	0	0
28/09/2025 20:04:20	73	0	44	0	0	127	0	0
28/09/2025 20:09:20	195	0	124	0	0	192	0	1
28/09/2025 20:14:20	0	0	36	0	0	114	0	43
28/09/2025 20:19:20	129	0	29	0	66	74	0	24
28/09/2025 20:24:20	79	0	140	92	150	0	0	120
28/09/2025 20:29:20	217	0	121	98	106	0	0	24
28/09/2025 20:34:20	83	0	128	39	59	18	0	0
28/09/2025 20:39:20	236	56	9	50	147	220	0	30
28/09/2025 20:44:20	184	53	42	105	85	65	0	7
